equipo_slug,cpath,pID,image_url,fichero
bundesliga-rb-leipzig,,29963,,futbolmodaes_img/bundesliga-rb-leipzig/29963.jpg
bundesliga-rb-leipzig,,29964,,futbolmodaes_img/bundesliga-rb-leipzig/29964.jpg
bundesliga-rb-leipzig,,29965,,futbolmodaes_img/bundesliga-rb-leipzig/29965.jpg
bundesliga-rb-leipzig,,29967,,futbolmodaes_img/bundesliga-rb-leipzig/29967.jpg
bundesliga-rb-leipzig,,29968,,futbolmodaes_img/bundesliga-rb-leipzig/29968.jpg
bundesliga-rb-leipzig,,29969,,futbolmodaes_img/bundesliga-rb-leipzig/29969.jpg
bundesliga-rb-leipzig,,29970,,futbolmodaes_img/bundesliga-rb-leipzig/29970.jpg
bundesliga-rb-leipzig,,29971,,futbolmodaes_img/bundesliga-rb-leipzig/29971.jpg
bundesliga-rb-leipzig,,29972,,futbolmodaes_img/bundesliga-rb-leipzig/29972.jpg
bundesliga-rb-leipzig,,29973,,futbolmodaes_img/bundesliga-rb-leipzig/29973.jpg
bundesliga-rb-leipzig,,29974,,futbolmodaes_img/bundesliga-rb-leipzig/29974.jpg
bundesliga-rb-leipzig,,29975,,futbolmodaes_img/bundesliga-rb-leipzig/29975.jpg
bundesliga-rb-leipzig,,29976,,futbolmodaes_img/bundesliga-rb-leipzig/29976.jpg
bundesliga-rb-leipzig,,29977,,futbolmodaes_img/bundesliga-rb-leipzig/29977.jpg
bundesliga-rb-leipzig,,29978,,futbolmodaes_img/bundesliga-rb-leipzig/29978.jpg
bundesliga-rb-leipzig,,29979,,futbolmodaes_img/bundesliga-rb-leipzig/29979.jpg
bundesliga-rb-leipzig,,29980,,futbolmodaes_img/bundesliga-rb-leipzig/29980.jpg
bundesliga-rb-leipzig,,29982,,futbolmodaes_img/bundesliga-rb-leipzig/29982.jpg
bundesliga-rb-leipzig,,29983,,futbolmodaes_img/bundesliga-rb-leipzig/29983.jpg
bundesliga-rb-leipzig,,29984,,futbolmodaes_img/bundesliga-rb-leipzig/29984.jpg
bundesliga-rb-leipzig,,29985,,futbolmodaes_img/bundesliga-rb-leipzig/29985.jpg
bundesliga-schalke-04,,9735,,futbolmodaes_img/bundesliga-schalke-04/9735.jpg
bundesliga-schalke-04,,12473,,futbolmodaes_img/bundesliga-schalke-04/12473.jpg
bundesliga-schalke-04,,29294,,futbolmodaes_img/bundesliga-schalke-04/29294.jpg
bundesliga-st-pauli,,21203,,futbolmodaes_img/bundesliga-st-pauli/21203.jpg
bundesliga-st-pauli,,29295,,futbolmodaes_img/bundesliga-st-pauli/29295.jpg
bundesliga-vfl-wolfsburg,,19839,,futbolmodaes_img/bundesliga-vfl-wolfsburg/19839.png
chandales-202425-chandal,,24917,,futbolmodaes_img/chandales-202425-chandal/24917.jpg
chandales-202425-chandal,,25302,,futbolmodaes_img/chandales-202425-chandal/25302.jpg
chandales-202425-chandal,,25358,,futbolmodaes_img/chandales-202425-chandal/25358.jpg
chandales-202425-chandal,,25359,,futbolmodaes_img/chandales-202425-chandal/25359.jpg
chandales-202425-chandal,,25360,,futbolmodaes_img/chandales-202425-chandal/25360.jpg
chandales-202425-chandal,,25361,,futbolmodaes_img/chandales-202425-chandal/25361.jpg
chandales-202425-chandal,,25362,,futbolmodaes_img/chandales-202425-chandal/25362.jpg
chandales-202425-chandal,,25363,,futbolmodaes_img/chandales-202425-chandal/25363.jpg
chandales-202425-chandal,,25364,,futbolmodaes_img/chandales-202425-chandal/25364.jpg
chandales-202425-chandal,,25365,,futbolmodaes_img/chandales-202425-chandal/25365.jpg
chandales-202425-chandal,,25366,,futbolmodaes_img/chandales-202425-chandal/25366.jpg
chandales-202425-chandal,,25367,,futbolmodaes_img/chandales-202425-chandal/25367.jpg
chandales-202425-chandal,,25368,,futbolmodaes_img/chandales-202425-chandal/25368.jpg
chandales-202425-chandal,,25369,,futbolmodaes_img/chandales-202425-chandal/25369.jpg
chandales-202425-chandal,,25370,,futbolmodaes_img/chandales-202425-chandal/25370.jpg
chandales-202425-chandal,,25371,,futbolmodaes_img/chandales-202425-chandal/25371.jpg
chandales-202425-chandal,,25372,,futbolmodaes_img/chandales-202425-chandal/25372.jpg
chandales-202425-chandal,,25373,,futbolmodaes_img/chandales-202425-chandal/25373.jpg
chandales-202425-chandal,,25412,,futbolmodaes_img/chandales-202425-chandal/25412.jpg
chandales-202425-chandal,,25413,,futbolmodaes_img/chandales-202425-chandal/25413.jpg
chandales-202425-chandal,,25414,,futbolmodaes_img/chandales-202425-chandal/25414.jpg
chandales-202425-chandal,,25548,,futbolmodaes_img/chandales-202425-chandal/25548.jpg
chandales-202425-chandal,,25549,,futbolmodaes_img/chandales-202425-chandal/25549.jpg
chandales-202425-chandal,,25550,,futbolmodaes_img/chandales-202425-chandal/25550.jpg
chandales-202425-chandal,,25551,,futbolmodaes_img/chandales-202425-chandal/25551.jpg
chandales-202425-chandal,,25552,,futbolmodaes_img/chandales-202425-chandal/25552.jpg
chandales-202425-chandal,,25555,,futbolmodaes_img/chandales-202425-chandal/25555.jpg
chandales-202425-chandal,,25556,,futbolmodaes_img/chandales-202425-chandal/25556.jpg
chandales-202425-chandal,,25557,,futbolmodaes_img/chandales-202425-chandal/25557.jpg
chandales-202425-chandal,,26316,,futbolmodaes_img/chandales-202425-chandal/26316.jpg
chandales-202425-chandal,,26317,,futbolmodaes_img/chandales-202425-chandal/26317.jpg
chandales-202425-chandal,,26318,,futbolmodaes_img/chandales-202425-chandal/26318.jpg
chandales-202425-chandal,,26319,,futbolmodaes_img/chandales-202425-chandal/26319.jpg
chandales-202425-chandal,,26320,,futbolmodaes_img/chandales-202425-chandal/26320.jpg
chandales-202425-chandal,,26459,,futbolmodaes_img/chandales-202425-chandal/26459.jpg
chandales-202425-chandal,,26460,,futbolmodaes_img/chandales-202425-chandal/26460.jpg
chandales-202425-chandal,,26461,,futbolmodaes_img/chandales-202425-chandal/26461.jpg
chandales-202425-chandal,,26462,,futbolmodaes_img/chandales-202425-chandal/26462.jpg
chandales-202425-chandal,,26463,,futbolmodaes_img/chandales-202425-chandal/26463.jpg
chandales-202425-chandal,,26464,,futbolmodaes_img/chandales-202425-chandal/26464.jpg
chandales-202425-chandal,,26465,,futbolmodaes_img/chandales-202425-chandal/26465.jpg
chandales-202425-chandal,,26466,,futbolmodaes_img/chandales-202425-chandal/26466.jpg
chandales-202425-chandal,,26467,,futbolmodaes_img/chandales-202425-chandal/26467.jpg
chandales-202425-chandal,,26468,,futbolmodaes_img/chandales-202425-chandal/26468.jpg
chandales-202425-chandal,,26469,,futbolmodaes_img/chandales-202425-chandal/26469.jpg
chandales-202425-chandal,,26470,,futbolmodaes_img/chandales-202425-chandal/26470.jpg
chandales-202425-chandal,,26679,,futbolmodaes_img/chandales-202425-chandal/26679.jpg
chandales-202425-chandal,,26680,,futbolmodaes_img/chandales-202425-chandal/26680.jpg
chandales-202425-chandal,,26681,,futbolmodaes_img/chandales-202425-chandal/26681.jpg
chandales-202425-chandal,,26682,,futbolmodaes_img/chandales-202425-chandal/26682.jpg
chandales-202425-chandal,,26683,,futbolmodaes_img/chandales-202425-chandal/26683.jpg
chandales-202425-chandal,,26684,,futbolmodaes_img/chandales-202425-chandal/26684.jpg
chandales-202425-chandal,,26685,,futbolmodaes_img/chandales-202425-chandal/26685.jpg
chandales-202425-chandal,,26686,,futbolmodaes_img/chandales-202425-chandal/26686.jpg
chandales-202425-chandal,,26687,,futbolmodaes_img/chandales-202425-chandal/26687.jpg
chandales-202425-chandal,,26688,,futbolmodaes_img/chandales-202425-chandal/26688.jpg
chandales-202425-chandal,,26689,,futbolmodaes_img/chandales-202425-chandal/26689.jpg
chandales-202425-chandal,,26690,,futbolmodaes_img/chandales-202425-chandal/26690.jpg
chandales-202425-chandal,,26691,,futbolmodaes_img/chandales-202425-chandal/26691.jpg
chandales-202425-chandal,,26692,,futbolmodaes_img/chandales-202425-chandal/26692.jpg
chandales-202425-chandal,,26693,,futbolmodaes_img/chandales-202425-chandal/26693.jpg
chandales-202425-chandal,,26694,,futbolmodaes_img/chandales-202425-chandal/26694.jpg
chandales-202425-chandal,,26695,,futbolmodaes_img/chandales-202425-chandal/26695.jpg
chandales-202425-chandal,,26759,,futbolmodaes_img/chandales-202425-chandal/26759.jpg
chandales-202425-chandal,,26760,,futbolmodaes_img/chandales-202425-chandal/26760.jpg
chandales-202425-chandal,,26761,,futbolmodaes_img/chandales-202425-chandal/26761.jpg
chandales-202425-chandal,,26762,,futbolmodaes_img/chandales-202425-chandal/26762.jpg
chandales-202425-chandal,,26763,,futbolmodaes_img/chandales-202425-chandal/26763.jpg
